country,designation,points,price,price_GBP
Chile,Reserva,87,18.0,21.599999999999998
Chile,Selección del Directorio,87,10.0,12.0
Chile,Bougainville,90,80.0,96.0
Chile,Alazan CJ's Barrel,90,38.0,45.6
Chile,Axel Primero,90,30.0,36.0
Chile,Gran Devoción,88,18.0,21.599999999999998
Chile,Armador,87,13.0,15.6
Chile,Punto Niño Reserva,87,11.0,13.2
Chile,Maucho Reserva,87,13.0,15.6
Chile,Reserva,86,,
Chile,Momentos Reserve,85,12.0,14.399999999999999
Chile,Royale Los Lingues Vineyard,92,26.0,31.2
Chile,Enclave,92,75.0,90.0
Chile,Reserva,86,,
Chile,Special Reserve,86,15.0,18.0
Chile,Estate Reserva,87,12.0,14.399999999999999
Chile,,87,19.0,22.8
Chile,Novas Limited Selection,87,15.0,18.0
Chile,Urban Maule,87,13.0,15.6
Chile,Reserva,87,16.0,19.2
Chile,Milla Cala,92,35.0,42.0
Chile,Sucesor,92,25.0,30.0
Chile,Toro de Piedra Grand Reserve Single Vineyard,86,12.0,14.399999999999999
Chile,Puerto Viejo Estate Bottled Single Vineyard Reserve,86,10.0,12.0
Chile,Secreto,86,14.0,16.8
Chile,T.H.,88,22.0,26.4
Chile,Sensaciones Single Vineyard,89,15.0,18.0
Chile,Max Reserva,89,20.0,24.0
Chile,Max Reserva,89,20.0,24.0
Chile,Hacienda Araucano Clos de Lolol,89,24.0,28.799999999999997
Chile,Alazan,89,32.0,38.4
Chile,D,89,90.0,108.0
Chile,Marques de Casa Concha,89,25.0,30.0
Chile,Gran Reserva,88,20.0,24.0
Chile,1865 Limited Edition,87,25.0,30.0
Chile,Cariblanco,87,16.0,19.2
Chile,Kuyen,90,30.0,36.0
Chile,Neblus,91,70.0,84.0
Chile,Memorias,91,28.0,33.6
Chile,Single Vineyard Garuma Vineyard,90,18.0,21.599999999999998
Chile,Reserva de Familia,85,24.0,28.799999999999997
Chile,La Mision Reserva,85,13.0,15.6
Chile,Reserva,85,12.0,14.399999999999999
Chile,Terrunyo Entre Cordilleras Peumo Vineyard Block 27,92,50.0,60.0
Chile,Lota,92,85.0,102.0
Chile,Cabo de Hornos,89,60.0,72.0
Chile,Marques de Casa Concha,90,25.0,30.0
Chile,The 7th Generation Gran Reserva Estate Bottled,91,20.0,24.0
Chile,Block Selection Tinga Reserve,84,12.0,14.399999999999999
Chile,Reserva,84,14.0,16.8
Chile,Trisquel,84,15.0,18.0
Chile,,84,13.0,15.6
Chile,Vitral Reserva,84,12.0,14.399999999999999
Chile,Reserva,85,15.0,18.0
Chile,Reserva,82,9.0,10.799999999999999
Chile,Mixtura,88,25.0,30.0
Chile,First Edition,88,20.0,24.0
Chile,Reserva,88,13.0,15.6
Chile,Eco Balance,87,9.0,10.799999999999999
Chile,Eco Balance,87,9.0,10.799999999999999
Chile,Natura Un-oaked,87,11.0,13.2
Chile,Visión,87,15.0,18.0
Chile,Hacienda Araucano Clos de Lolol,87,23.0,27.599999999999998
Chile,Block Selection Reserve Claret,88,12.0,14.399999999999999
Chile,Codigo de Familia,92,90.0,108.0
Chile,Reserva,86,12.0,14.399999999999999
Chile,Gold Carménère-Cabernet Sauvignon-Cabernet Franc-Petit Verdot,92,24.0,28.799999999999997
Chile,Don Melchor Puente Alto Vineyard,93,125.0,150.0
Chile,,93,76.0,91.2
Chile,Reserve,85,15.0,18.0
Chile,,85,10.0,12.0
Chile,,85,8.0,9.6
Chile,Reserve,85,11.0,13.2
Chile,,85,8.0,9.6
Chile,Reserve,85,16.0,19.2
Chile,Single Vineyard Reserve,85,17.0,20.4
Chile,Single Vineyard Reserve,85,17.0,20.4
Chile,Reserve Oak Aged,84,10.0,12.0
Chile,Morande Pionero,84,7.0,8.4
Chile,T.H. Terroir Hunter,87,22.0,26.4
Chile,Reserva,87,16.0,19.2
Chile,Bellavista Reserva,87,15.0,18.0
Chile,Alpha,87,23.0,27.599999999999998
Chile,Barrel Series Reserva,87,14.0,16.8
Chile,Rosé San Lorenzo Estate,87,11.0,13.2
Chile,Reserva,86,14.0,16.8
Chile,Reserva,86,11.0,13.2
Chile,,86,10.0,12.0
Chile,Borobo,92,85.0,102.0
Chile,Kai,92,235.0,282.0
Chile,Pequeñas Producciones,91,33.0,39.6
Chile,Terrunyo Vineyard Selection Block 27 Unfiltered,91,38.0,45.6
Chile,Casillero del Diablo Reserva,87,11.0,13.2
Chile,Nimbus Single Vineyard,87,15.0,18.0
Chile,Tributo Single Vineyard,87,20.0,24.0
Chile,Santa Digna,86,12.0,14.399999999999999
Chile,Reserva,86,11.0,13.2
Chile,Reserva,86,15.0,18.0
Chile,Family Vintage,86,18.0,21.599999999999998
Chile,Classic Collection,85,10.0,12.0
Chile,Santa Digna Reserva,84,12.0,14.399999999999999
Chile,Gran Reserva,84,17.0,20.4
Chile,Maigo Reserva,84,12.0,14.399999999999999
Chile,Unoaked,83,14.0,16.8
Chile,Reserva Encinos,83,14.0,16.8
Chile,Special Release Reserva,83,15.0,18.0
Chile,Organic,83,14.0,16.8
Chile,Reserva,83,12.0,14.399999999999999
Chile,Reserve,83,10.0,12.0
Chile,Reserva,83,10.0,12.0
Chile,Special Reserve,83,14.0,16.8
Chile,Reserva Carmenere,83,13.0,15.6
Chile,Reserva,83,10.0,12.0
Chile,,83,10.0,12.0
Chile,Los Vascos,82,13.0,15.6
Chile,Reserva,82,10.0,12.0
Chile,Cefiro Reserva,82,12.0,14.399999999999999
Chile,120,82,7.0,8.4
Chile,,82,12.0,14.399999999999999
Chile,Reserva,84,9.0,10.799999999999999
Chile,EQ,84,20.0,24.0
Chile,Opera Prima,84,32.0,38.4
Chile,Queulat Gran Reserva,84,15.0,18.0
Chile,Centauri,84,22.0,26.4
Chile,,85,19.0,22.8
Chile,Reserva Espiritu de Los Andes Estate Bottled,85,10.0,12.0
Chile,Vieilles Vignes,85,20.0,24.0
Chile,,85,13.0,15.6
Chile,Petirrojo Reserva,85,10.0,12.0
Chile,Gran Cuvee,85,20.0,24.0
Chile,Raices Nobles,92,24.0,28.799999999999997
Chile,Reserva de Familia,91,15.0,18.0
Chile,Reserva Especial,89,20.0,24.0
Chile,Erasmo,88,30.0,36.0
Chile,Single Vineyard Las Brisas Vineyard,88,22.0,26.4
Chile,EQ,88,43.0,51.6
Chile,Single Vineyard,88,18.0,21.599999999999998
Chile,Coyam Los Robles Estate Organic,91,35.0,42.0
Chile,Intriga Maxima,91,66.0,79.2
Chile,Orzada,88,20.0,24.0
Chile,Rivalta Limited Selection,89,125.0,150.0
Chile,Chacai,89,74.0,88.8
Chile,Orzada,91,20.0,24.0
Chile,Catalina,91,37.0,44.4
Chile,Reserva de Familia,91,15.0,18.0
Chile,,86,14.0,16.8
Chile,Special Selection,86,15.0,18.0
Chile,Isidora,83,16.0,19.2
Chile,Antiguas Reservas,89,17.0,20.4
Chile,Facundo,89,35.0,42.0
Chile,Corralillo,89,15.0,18.0
Chile,Max Reserva,90,21.0,25.2
Chile,Amplus Old Vines,90,27.0,32.4
Chile,Anke Blend 2 Carménère-Petit Verdot-Shiraz,87,20.0,24.0
Chile,Cabo de Hornos Special Reserve,90,44.0,52.8
Chile,Trio Reserva,86,14.0,16.8
Chile,Estate,86,14.0,16.8
Chile,Aliwen Reserva,86,12.0,14.399999999999999
Chile,Lien,91,30.0,36.0
Chile,Memorias,90,28.0,33.6
Chile,,84,7.0,8.4
Chile,Concepcion,83,7.0,8.4
Chile,Santa Digna,83,10.0,12.0
Chile,Pionero,83,7.0,8.4
Chile,,83,8.0,9.6
Chile,Reserve,83,12.0,14.399999999999999
Chile,Lot #58 Portezuelo Vineyard,90,39.0,46.8
Chile,Corazón del Indio,90,35.0,42.0
Chile,Gran Reserva,90,25.0,30.0
Chile,Vetas Blancas Reserva Especial,92,20.0,24.0
Chile,Cuvée Alexandre Apalta Vineyard Made With Organic Grapes,91,24.0,28.799999999999997
Chile,Reserva,90,14.0,16.8
Chile,Gran Reserva,89,22.0,26.4
Chile,Chamán Reserva,89,15.0,18.0
Chile,Antu Mountain Vineyard,89,19.0,22.8
Chile,Gran Reserva,90,15.0,18.0
Chile,Amelia Limited Release,90,35.0,42.0
Chile,Crucero Collection,87,13.0,15.6
Chile,Reserva Estate Bottled,87,12.0,14.399999999999999
Chile,Vernus,89,20.0,24.0
Chile,Lot 21,89,45.0,54.0
Chile,Parinacota Carignan-Syrah,89,35.0,42.0
Chile,347 Vineyards Reserva,88,13.0,15.6
Chile,T.H.,84,25.0,30.0
Chile,Reserve,84,10.0,12.0
Chile,Coastal Cool Climate,84,15.0,18.0
Chile,,84,8.0,9.6
Chile,Winemaker's Selection,88,18.0,21.599999999999998
Chile,Reserva Estate Bottled,88,12.0,14.399999999999999
Chile,Axel,88,20.0,24.0
Chile,Founder's Selection,90,35.0,42.0
Chile,Coyam,90,30.0,36.0
Chile,Block Selection,86,11.0,13.2
Chile,Viognier-Chardonnay,86,9.0,10.799999999999999
Chile,Reserva,85,14.0,16.8
Chile,Casa La Joya Gran Reserve,85,13.0,15.6
Chile,Secreto,85,14.0,16.8
Chile,,80,10.0,12.0
Chile,Reserva,85,10.0,12.0
Chile,Reserva,85,10.0,12.0
Chile,Reserva Unwooded,85,9.0,10.799999999999999
Chile,Trisquel,85,15.0,18.0
Chile,Tectonia,85,25.0,30.0
Chile,Grand Reserve,91,18.0,21.599999999999998
Chile,Caballo Loco Grand Cru Apalta,91,35.0,42.0
Chile,Gran Reserva Etiqueta Negra,91,35.0,42.0
Chile,Special Cuvée Limited Release Reserva,87,13.0,15.6
Chile,Reserva,85,11.0,13.2
Chile,,85,7.0,8.4
Chile,,85,8.0,9.6
Chile,,85,18.0,21.599999999999998
Chile,,85,10.0,12.0
Chile,Serie Riberas Gran Reserva,89,17.0,20.4
Chile,Single Vineyard Block no.23 Rulos del Alta,89,20.0,24.0
Chile,,92,50.0,60.0
Chile,Amplus Old Vine,91,27.0,32.4
Chile,Caballo Loco Number Fourteen,91,56.0,67.2
Chile,Reserva,85,14.0,16.8
Chile,Puerto Viejo Reserve,85,10.0,12.0
Chile,Winemaker's Selection,85,10.0,12.0
Chile,,85,12.0,14.399999999999999
Chile,,88,15.0,18.0
Chile,Gran Reserva Estate Bottled,88,20.0,24.0
Chile,Corralillo,88,28.0,33.6
Chile,LFE900,90,55.0,66.0
Chile,Vitrum,91,29.0,34.8
Chile,Cuvée Alexandre Viñedo Apalta,91,24.0,28.799999999999997
Chile,Viu 1,92,75.0,90.0
Chile,Limited Edition,88,25.0,30.0
Chile,La Palma Reserva,85,12.0,14.399999999999999
Chile,Centauri,85,18.0,21.599999999999998
Chile,Urban Maule,85,12.0,14.399999999999999
Chile,Reserva,85,12.0,14.399999999999999
Chile,Estate Bottled,84,10.0,12.0
Chile,,84,9.0,10.799999999999999
Chile,Casillero del Diablo Reserve,83,12.0,14.399999999999999
Chile,Specialties Cool Mountain Field Blend,87,18.0,21.599999999999998
Chile,Reserva 1234,87,15.0,18.0
Chile,Reserva,87,11.0,13.2
Chile,Nimbus Single Vineyard,85,15.0,18.0
Chile,,84,9.0,10.799999999999999
Chile,Castillo de Molina Reserva,86,12.0,14.399999999999999
Chile,,86,12.0,14.399999999999999
Chile,Winemaker's Selection Single Vineyard,86,23.0,27.599999999999998
Chile,Gran Reserva,86,15.0,18.0
Chile,Alcance,90,15.0,18.0
Chile,,86,10.0,12.0
Chile,Vitral Reserva,86,11.0,13.2
Chile,Grand Reserve,86,17.0,20.4
Chile,Max Reserva,86,20.0,24.0
Chile,Gran Reserva,87,14.0,16.8
Chile,Grand Reserve,87,18.0,21.599999999999998
Chile,Gallardía,86,20.0,24.0
Chile,Organic,86,14.0,16.8
Chile,Gran Reserva Estate Bottled,84,19.0,22.8
Chile,Gran Reserva,84,20.0,24.0
Chile,Estate Made with Organic Grapes,84,14.0,16.8
Chile,Victoria Reserve,84,12.0,14.399999999999999
Chile,Sepia Reserva,84,12.0,14.399999999999999
Chile,Reserva,84,17.0,20.4
Chile,Reserva,84,14.0,16.8
Chile,Reserve Terrarum,86,10.0,12.0
Chile,Founder's Collection,86,25.0,30.0
Chile,Casillero del Diablo,86,10.0,12.0
Chile,Vielles Vignes,86,16.0,19.2
Chile,,86,6.0,7.199999999999999
Chile,,86,8.0,9.6
Chile,Santa Digna,86,10.0,12.0
Chile,Vitisterra Grand Reserve,86,15.0,18.0
Chile,Concepcion Reserva,86,11.0,13.2
Chile,Anderra,86,12.0,14.399999999999999
Chile,Tectonia,86,20.0,24.0
Chile,Tama Vineyard Selection,86,16.0,19.2
Chile,Aconcagua Costa Wild Ferment,86,25.0,30.0
Chile,Gran Reserva,88,18.0,21.599999999999998
Chile,,88,20.0,24.0
Chile,Reserva,89,15.0,18.0
Chile,Max Reserva,89,20.0,24.0
Chile,Reserva,89,14.0,16.8
Chile,Kuda,89,19.0,22.8
Chile,Reserva,89,11.0,13.2
Chile,Reserve,86,16.0,19.2
Chile,Reserva de Familia,86,20.0,24.0
Chile,Cuvée Alexandre Apalta Vineyard,88,25.0,30.0
Chile,Reserva,88,15.0,18.0
Chile,Queulat Gran Reserva,81,15.0,18.0
Chile,Selection,80,16.0,19.2
Chile,La Joya Reserve,80,12.0,14.399999999999999
Chile,Selected Varietal,80,12.0,14.399999999999999
Chile,,80,12.0,14.399999999999999
Chile,,80,9.0,10.799999999999999
Chile,Alpha,86,25.0,30.0
Chile,Anke Blend-2 Carménère-Petit Verdot-Shiraz,86,11.0,13.2
Chile,Reserva,84,12.0,14.399999999999999
Chile,Reserva,84,11.0,13.2
Chile,,84,11.0,13.2
Chile,,84,9.0,10.799999999999999
Chile,Crucero,84,10.0,12.0
Chile,Triple C,91,40.0,48.0
Chile,Ecos de Rulo,88,18.0,21.599999999999998
Chile,T.H. Alto Maipo,87,25.0,30.0
Chile,Dueño de la Luna,87,45.0,54.0
Chile,Columbine Special Reserve Single Vineyard,87,18.0,21.599999999999998
Chile,Reserva,87,12.0,14.399999999999999
Chile,Toro de Piedra Grand Reserve Single Vineyard,85,16.0,19.2
Chile,Guardián Reserva,85,10.0,12.0
Chile,Puerto Viejo Estate Bottled Single Vineyard Reserve,85,10.0,12.0
Chile,Reserva Especial,88,15.0,18.0
Chile,Clava Reserve,83,14.0,16.8
Chile,Reserva Encinos,83,13.0,15.6
Chile,La Joya Gran Reserva,83,15.0,18.0
Chile,Reserve,82,11.0,13.2
Chile,Late Harvest Botrytised Grapes,82,23.0,27.599999999999998
Chile,Reserva Unoaked,82,12.0,14.399999999999999
Chile,,85,10.0,12.0
Chile,Clava Coastal Reserve,86,12.0,14.399999999999999
Chile,Reserva,86,12.0,14.399999999999999
Chile,Crucero,86,10.0,12.0
Chile,Selección,86,12.0,14.399999999999999
Chile,La Palma Reserva,86,13.0,15.6
Chile,Crucero,86,10.0,12.0
Chile,Reserva,86,12.0,14.399999999999999
Chile,Gran Reserva,86,,
Chile,Estate Collection,84,9.0,10.799999999999999
Chile,Reserva,84,10.0,12.0
Chile,,84,7.0,8.4
Chile,Special Reserve,84,13.0,15.6
Chile,,84,9.0,10.799999999999999
Chile,Estate,83,14.0,16.8
Chile,,83,8.0,9.6
Chile,Late Harvest,89,9.0,10.799999999999999
Chile,Alpha,89,24.0,28.799999999999997
Chile,Edición Limitada,89,22.0,26.4
Chile,Cuvée Alexandre Las Kuras Vineyard,88,24.0,28.799999999999997
Chile,Terrunyo Block 3,87,40.0,48.0
Chile,Late Harvest,90,18.0,21.599999999999998
Chile,Montemar,82,8.0,9.6
Chile,Rosé,82,8.0,9.6
Chile,Reserve,82,11.0,13.2
Chile,San Andrés,82,,
Chile,,82,6.0,7.199999999999999
Chile,,82,20.0,24.0
Chile,Gato Negro,82,5.0,6.0
Chile,Reserve,82,11.0,13.2
Chile,,81,9.0,10.799999999999999
Chile,Concepción,81,7.0,8.4
Chile,Reserva,81,11.0,13.2
Chile,,81,7.0,8.4
Chile,Special Reserve,84,13.0,15.6
Chile,,83,10.0,12.0
Chile,Casillero del Diablo Reserve,83,10.0,12.0
Chile,,83,25.0,30.0
Chile,,83,9.0,10.799999999999999
Chile,,86,12.0,14.399999999999999
Chile,Aliwen Reserva,86,13.0,15.6
Chile,La Porfia Gran Reserve,86,20.0,24.0
Chile,Reserva,88,9.0,10.799999999999999
Chile,Reserva,87,5.0,6.0
Chile,Block Selection Reserve,87,11.0,13.2
Chile,Classic Series,87,12.0,14.399999999999999
Chile,,87,9.0,10.799999999999999
Chile,DON,91,75.0,90.0
Chile,Escarlata,86,12.0,14.399999999999999
Chile,Single Vineyard Los Lingues,86,30.0,36.0
Chile,Reserva,86,12.0,14.399999999999999
Chile,Reserva,86,12.0,14.399999999999999
Chile,Reserva Sepia,86,12.0,14.399999999999999
Chile,Elegance,90,62.0,74.39999999999999
Chile,Potro de Piedra Family Reserve,89,25.0,30.0
Chile,Alpha,89,26.0,31.2
Chile,Reserva,89,14.0,16.8
Chile,Grand Reserve,90,21.0,25.2
Chile,GSM+T,88,30.0,36.0
Chile,Late Harvest Tardío,88,18.0,21.599999999999998
Chile,Lo Abarca Hills Vineyard,90,50.0,60.0
Chile,Coastal Mist Terroir Selection,90,21.0,25.2
Chile,Reserva Carmenère-Merlot,85,14.0,16.8
Chile,Reserva,85,11.0,13.2
Chile,Reserva,85,12.0,14.399999999999999
Chile,Gran Araucano,92,35.0,42.0
Chile,Lot #37 Maipo Alto,92,33.0,39.6
Chile,Dona Isidora,85,8.0,9.6
Chile,Viñedo Chadwick,92,260.0,312.0
Chile,1865 Single Vineyard,88,19.0,22.8
Chile,Reserva,85,12.0,14.399999999999999
Chile,Puerto Viejo Reserve,85,10.0,12.0
Chile,Reserva,85,12.0,14.399999999999999
Chile,Reserva,85,12.0,14.399999999999999
Chile,Reserva,85,13.0,15.6
Chile,,84,9.0,10.799999999999999
Chile,Isidora,84,15.0,18.0
Chile,Reserva Estate Bottled,84,13.0,15.6
Chile,Max Reserva,84,20.0,24.0
Chile,Barrel Select 60/40,84,12.0,14.399999999999999
Chile,Select Terroir,84,10.0,12.0
Chile,Royale Los Lingues Vineyard,91,26.0,31.2
Chile,VSC,91,40.0,48.0
Chile,Max Reserva,92,20.0,24.0
Chile,Ona Special Reserve,87,18.0,21.599999999999998
Chile,Tribute Edicion Limitada Cabernet Franc-Petit Verdot,87,30.0,36.0
Chile,Gran Reserva,87,19.0,22.8
Chile,Raíces Nobles,89,20.0,24.0
Chile,Los Vascos Grande Reserve,89,20.0,24.0
Chile,Gran Reserva,89,28.0,33.6
Chile,Escorial Limited Selection,90,40.0,48.0
Chile,Vertice Apalta Vineyard,90,37.0,44.4
Chile,,85,11.0,13.2
Chile,Toro de Piedra Grand Reserve,85,15.0,18.0
Chile,,89,12.0,14.399999999999999
Chile,1865 Limited Edition,89,25.0,30.0
Chile,Reserva,84,13.0,15.6
Chile,Ocean Side,84,16.0,19.2
Chile,Duette,84,,
Chile,Marques de Casa Concha,84,26.0,31.2
Chile,Estate Bottled,90,12.0,14.399999999999999
Chile,Alpha,90,20.0,24.0
Chile,Prima Reserva,89,12.0,14.399999999999999
Chile,Classic Series,86,12.0,14.399999999999999
Chile,Gran Reserva Triumpheros,90,19.0,22.8
Chile,20 Barrels Limited Edition,91,20.0,24.0
Chile,La Palma,85,9.0,10.799999999999999
Chile,Classic Series,85,12.0,14.399999999999999
Chile,Reserva,85,12.0,14.399999999999999
Chile,Legado Reserva,85,16.0,19.2
Chile,,87,18.0,21.599999999999998
Chile,,85,10.0,12.0
Chile,Estate Selection,85,11.0,13.2
Chile,Barrel Selection Reserve,85,13.0,15.6
Chile,La Palma,85,8.0,9.6
Chile,1865 Single Vineyard,91,19.0,22.8
Chile,Reserva,88,11.0,13.2
Chile,Reserva,88,13.0,15.6
Chile,Bicicleta,86,12.0,14.399999999999999
Chile,Boya,86,15.0,18.0
Chile,Reserva Estate Bottled,86,9.0,10.799999999999999
Chile,Gran Reserva Estate Bottled,87,16.0,19.2
Chile,Clava Coastal Reserve,87,12.0,14.399999999999999
Chile,Duette,86,20.0,24.0
Chile,Tectonia,86,,
Chile,Reserva,86,14.0,16.8
Chile,,88,57.0,68.39999999999999
Chile,Lot 8,88,40.0,48.0
Chile,,88,20.0,24.0
Chile,,86,14.0,16.8
Chile,Reserva Estate Grown,86,11.0,13.2
Chile,Casa Grand Selection,86,12.0,14.399999999999999
Chile,Coast Cool Climate,86,17.0,20.4
Chile,Hacienda Araucano Clos de Lolol,86,24.0,28.799999999999997
Chile,Hacienda Araucano Reserva,86,13.0,15.6
Chile,Sepia Reserva,86,12.0,14.399999999999999
Chile,Canto de Piedra Reserva,84,13.0,15.6
Chile,Limited Edition,84,16.0,19.2
Chile,Estate Bottled Reserva,84,14.0,16.8
Chile,Clava Reserve,84,12.0,14.399999999999999
Chile,Lot #34 Dry Farmed Old Vine,84,33.0,39.6
Chile,,84,12.0,14.399999999999999
Chile,Casa Grand Selection,84,12.0,14.399999999999999
Chile,Casillero del Diablo Reserva,84,11.0,13.2
Chile,Calicanto,84,16.0,19.2
Chile,Selection,84,9.0,10.799999999999999
Chile,Reserva,84,9.0,10.799999999999999
Chile,Aluvion Ensamblaje,92,26.0,31.2
Chile,Founder's Selection,89,40.0,48.0
Chile,,87,16.0,19.2
Chile,,87,13.0,15.6
Chile,Grand Reserve,87,20.0,24.0
Chile,Special Reserve,87,16.0,19.2
Chile,Cholqui,88,50.0,60.0
Chile,Don Maximiano Founder's Reserve,90,95.0,114.0
Chile,Alpha,90,22.0,26.4
Chile,Tierra Oscura,84,15.0,18.0
Chile,Reserva,84,10.0,12.0
Chile,Reserva,84,14.0,16.8
Chile,Gran Reserva,87,14.0,16.8
Chile,Reserva,87,11.0,13.2
Chile,Reserva,87,14.0,16.8
Chile,Reserva Unoaked,87,13.0,15.6
Chile,Reserva,84,11.0,13.2
Chile,Selection,84,9.0,10.799999999999999
Chile,,83,16.0,19.2
Chile,Vitral Reserva,83,12.0,14.399999999999999
Chile,,88,18.0,21.599999999999998
Chile,Queulat Gran Reserva,85,15.0,18.0
Chile,Casa La Joya Reserve,85,11.0,13.2
Chile,Cuvée,86,15.0,18.0
Chile,Block Selection Reserve Block N. 16,86,12.0,14.399999999999999
Chile,Corralillo,86,20.0,24.0
Chile,Gran Reserva Apalta,87,15.0,18.0
Chile,Reserva,84,13.0,15.6
Chile,,84,10.0,12.0
Chile,Selected Terroir,84,10.0,12.0
Chile,120,84,8.0,9.6
Chile,Selected Varietal,84,12.0,14.399999999999999
Chile,Edicion Limitada Golden Harvest,90,25.0,30.0
Chile,Boya,88,20.0,24.0
Chile,Tobiano,88,22.0,26.4
Chile,Las Mulas Reserve,85,12.0,14.399999999999999
Chile,,85,20.0,24.0
Chile,La Palma,84,9.0,10.799999999999999
Chile,Reina Ana Reserva,84,12.0,14.399999999999999
Chile,Artemisa Late Harvest,84,15.0,18.0
Chile,Payen,91,60.0,72.0
Chile,Cabo de Hornos,91,60.0,72.0
Chile,Reserva,86,12.0,14.399999999999999
Chile,Select Terroir,86,10.0,12.0
Chile,Gran Reserva,89,21.0,25.2
Chile,Corralillo,89,28.0,33.6
Chile,Amelia Limited Release,89,35.0,42.0
Chile,Serie Riberas Gran Reserva Ribera del Rapel,89,17.0,20.4
Chile,Limited Edition,89,20.0,24.0
Chile,Kuyen,92,40.0,48.0
Chile,Folly,92,90.0,108.0
Chile,Terrunyo Andes Pirque Vineyard Block Las Terrazas,92,50.0,60.0
Chile,Max Reserva,89,20.0,24.0
Chile,Marques de Casa Concha,89,25.0,30.0
Chile,Coyam,89,34.0,40.8
Chile,Gran Devoción,89,20.0,24.0
Chile,1865 Limited Edition,88,25.0,30.0
Chile,Reserve,88,15.0,18.0
Chile,Reserve,87,9.0,10.799999999999999
Chile,,88,20.0,24.0
Chile,Fina Reserva Ensamblaje Malbec-Cabernet Sauvignon-Syrah,89,19.0,22.8
Chile,Alpha,87,24.0,28.799999999999997
Chile,Classic Series,87,12.0,14.399999999999999
Chile,Estate Bottled,87,8.0,9.6
Chile,Aliwen Reserva,87,13.0,15.6
Chile,Grial,87,75.0,90.0
Chile,Natura,86,11.0,13.2
Chile,Sepia Reserva,86,10.0,12.0
Chile,Legado Reserva,86,16.0,19.2
Chile,Winemaker's Selection Single Vineyard,86,18.0,21.599999999999998
Chile,Aconcagua Costa Single Vineyard,88,24.0,28.799999999999997
Chile,Solares,88,50.0,60.0
Chile,Reserve,84,12.0,14.399999999999999
Chile,,83,10.0,12.0
Chile,Reserva Privada,83,15.0,18.0
Chile,Reina Ana Villa Alegre Reserva,83,9.0,10.799999999999999
Chile,,83,10.0,12.0
Chile,Reserva,83,13.0,15.6
Chile,Hacienda Araucano Reserva,83,11.0,13.2
Chile,Coastal Cool Climate,83,14.0,16.8
Chile,Reserva,83,12.0,14.399999999999999
Chile,,83,12.0,14.399999999999999
Chile,Reserve Marchigüe Estate,88,28.0,33.6
Chile,Signatura,88,30.0,36.0
Chile,Single Vineyard,88,17.0,20.4
Chile,Reserva,85,14.0,16.8
Chile,Hacienda Araucano Alka,85,50.0,60.0
Chile,Cordillera,91,26.0,31.2
Chile,Maquehua,90,19.0,22.8
Chile,Reserva de la Familia,90,15.0,18.0
Chile,Wild Ferment La Escultura Estate,90,22.0,26.4
Chile,,89,10.0,12.0
Chile,Reserve,89,15.0,18.0
Chile,Private Reserve Don Melchor,88,40.0,48.0
Chile,Santa Digna,88,12.0,14.399999999999999
Chile,Don Miguel,88,11.0,13.2
Chile,Terrunyo,88,29.0,34.8
Chile,Single Vineyard,87,18.0,21.599999999999998
Chile,Coyam,87,34.0,40.8
Chile,Reserva,87,15.0,18.0
Chile,Rivalta Limited Selection,90,85.0,102.0
Chile,Reserve,84,15.0,18.0
Chile,House of Morande,84,30.0,36.0
Chile,Reserve Terrarum,84,9.0,10.799999999999999
Chile,,84,8.0,9.6
Chile,Reserve - Special Cuvee,84,10.0,12.0
Chile,,84,8.0,9.6
Chile,San Andrés,84,,
Chile,Estate Bottled Reserve,84,8.0,9.6
Chile,Reserva Estate Bottled,86,13.0,15.6
Chile,First Edition,86,20.0,24.0
Chile,,86,12.0,14.399999999999999
Chile,Cefiro Reserva,86,12.0,14.399999999999999
Chile,Puerto Viejo Estate Bottled Single Vineyard Reserve,86,10.0,12.0
Chile,Gran Reserva,86,18.0,21.599999999999998
Chile,Carménère-Merlot,88,9.0,10.799999999999999
Chile,Estate Bottled,88,13.0,15.6
Chile,Gê,93,92.0,110.39999999999999
Chile,Reserva,88,12.0,14.399999999999999
Chile,,86,10.0,12.0
Chile,Reserva,86,13.0,15.6
Chile,Serie Riberas Gran Reserva Ribera del Tinguiririca,86,17.0,20.4
Chile,,86,10.0,12.0
Chile,Grand Reserva,86,17.0,20.4
Chile,Reserva Estate Bottled,86,10.0,12.0
Chile,Reserva,85,12.0,14.399999999999999
Chile,120,85,8.0,9.6
Chile,Über Cuvée,86,12.0,14.399999999999999
Chile,,86,11.0,13.2
Chile,Family Vintage,86,18.0,21.599999999999998
Chile,Founder's Selection,89,40.0,48.0
Chile,Block 30 Terrunyo,89,20.0,24.0
Chile,Edición Limitada - 22 Barricas,89,18.0,21.599999999999998
Chile,Estate Bottled - Prima Reserva,89,10.0,12.0
Chile,Bravura,89,50.0,60.0
Chile,Reserve,89,10.0,12.0
Chile,Reserva Estate Bottled,86,10.0,12.0
Chile,Classic Series,86,13.0,15.6
Chile,Reserva,86,10.0,12.0
Chile,,85,11.0,13.2
Chile,Gran Reserva,87,25.0,30.0
Chile,Sumpai Huasco Valley,87,22.0,26.4
Chile,Vitral Reserva,87,12.0,14.399999999999999
Chile,Single Vineyard,88,17.0,20.4
Chile,Sabino,88,24.0,28.799999999999997
Chile,Royale,88,26.0,31.2
Chile,Cherub,88,16.0,19.2
